question,answer,docid,dataType,title,content
你玩過《你會出軌嗎》這款測試類網頁遊戲嗎？,根據原文“《你會出軌嗎》是一款測試類網頁遊戲。遊戲介紹 你是個專情的人嗎？還是會受不了誘惑而出軌呢？”可知，這款遊戲是用來測試玩家是否會出軌的。,294510,百科,你會出軌嗎,《你會出軌嗎》是一款測試類網頁遊戲。遊戲介紹 你是個專情的人嗎？還是會受不了誘惑而出軌呢？快來測測吧！認真讀題，憑第一感覺回答問題。 遊戲目標 選出你心中的答案，看看測試結果，你是否會出軌呢？ 操作指南 鼠標點擊選擇選項。 [1]
姚鵬的歌曲《你動了我的心情》中的歌詞主題是什麼？,根據原文“歌曲優美自然柔和，詮釋了人們在戀愛時的懵懂甜蜜細絲層層融化若即若離思念稍縱即逝的心情”可知，歌曲《你動了我的心情》的主題是關於戀愛時的懵懂甜蜜以及思念的心情。,294677,百科,你動了我的心情,你動了我的心情 是歌手《姚鵬》的歌曲，2016年的最新單曲，收錄與同名專輯《你動了我的心情》中，由 詞曲人 《李金義》作詞，由《姚鵬》本人與《周瑤》小姐共同編曲。歌曲優美自然柔和，詮釋了人們在戀愛時的懵懂甜蜜細絲層層融化若即若離思念稍縱即逝的心情。你動了我的心情 [1] 作詞：李金義（村哥） 作曲：姚鵬 周瑤 編曲：姚鵬 這個季節落葉雲輕 站在遠處靜靜看你 想要知道可不可以 卻又不敢靠的太近 窗外何時夜幕降臨 我卻忘了怎麼回憶 沉默何時不在安靜 狠狠動了我的心情 閉上雙眼我不停在問自己 我的認真到底隨你去了哪裏 遠處傳來是你唱的熟悉的旋律 我總感覺聽也聽不太清 夜深人靜總感覺漫無邊際 黑的沉靜讓我無法廝守秩序 拌我腳步迷路在你的世界裏 靜靜想你夢你等到天明 念你 這個季節落葉雲輕 站在遠處靜靜看你 想要知道可不可以 卻又不敢靠的太近 閉上雙眼我不停在問自己 我的認真到底隨你去了哪裏 遠處傳來是你唱的熟悉的旋律 我總感覺聽也聽不太清 夜深人靜總感覺漫無邊際 黑的沉靜讓我無法廝守秩序 拌我腳步迷路在你的世界裏 靜靜想你夢你等到天明 念你 參考資料 1. 你動了我的心情 ．蝦米音樂．2016-11-22[引用日期2016-11-22]
《你對我微笑》這部小說的主題是什麼？,"根據原文“目標是兄弟,但是好像似乎有別的發展...汗啊,暫時這麼着吧。等定了再好好寫簡介”可知，這部小說的主題是關於兄弟目標之間可能發生的變化，以及其他可能的發展。",295494,百科,你對我微笑,"你對我微笑小說類型 奇幻魔法 你對我微笑內容簡介 目標是兄弟,但是好像似乎有別的發展...汗啊,暫時這麼着吧。等定了再好好寫簡介"
爲什麼歌曲中的男主角感到痛苦？,根據原文“他吸毒，他打架，他是很有錢。 可他揹着你有無數個情人。 我前 天去交了房子的首付， 親愛的你最喜歡的蘋果手機我也給你買了一個”可知，男主角感到痛苦是因爲他的女朋友懷了另一個男人的孩子，而自己承諾給她幸福的承諾都無法實現。,295738,百科,你懷了他的孩子,"你懷了他的孩子是一首中文歌曲，演唱：Mc歡子他吸毒，他打架，他是很有錢。可他揹着你有無數個情人。我前 天去交了房子的首付，親愛的你最喜歡的蘋果手機我也給你買了一個，。歌曲歌詞 他吸毒，他打架，他是很有錢。 可他揹着你有無數個情人。 我前 天去交了房子的首付， 親愛的你最喜歡的蘋果手機我也給你買了一個， 一直都給你留着， 可你爲什麼不見我， 我會有錢的我已經很努力了， 我現 在每天把自己搞的好狼狽， 都是爲了錢， 我知道這不是你想要的生活， 我知道你根本就不愛他， 對嘛？可你爲什麼要跟他在一起， 答應我離開他好嗎我求你！ 對不起，我已經懷了他的孩子， 你忘了我吧，我們已經沒有可能了， 謝謝你在我生命裏留些了時光， 我會記得在櫻花飄落的日子裏有過這樣的一個男孩， 在等着我。 還記得那些日子充滿着美好， 記得那時你給我寫過的情書， 情書不是電腦而是你親手爲我寫的字， 或許那時寫的不像紳士也不像王子， 但那最少不是背誦下來的歌詞， 給我一個夜晚只想跟你一直抱着， 而不是他們想動你的裙子， 讓我抗起別人沒有對你負起的責任, 當你用眼淚把每段感情澆滅， 點燃煙的那一刻已經看到了一切， 你說你的心不想在被人撕裂， 可我給你的愛情不需要過夜， 我愛你不是爲了要和你去， 而是要爲你披上那白色的婚紗， 在你煩惱的時候聽你說說心裏話， 能夠給你安慰也給你獻花， 我可以不開車只是牽着你手散步， 我可以用心而不是去買禮物， 可以不要你的身體只想給你幸福， 我對你的愛不是爲了要脫衣服， 知道你很想要一個單純的擁抱很想真心的又一次真心的微笑， 願意每天給你安靜放鬆的夜晚， 不會再讓你兩三點醉倒， 撕扯着無數張帶有目的的名片， 拒絕接受手機所有陌生的來電， 你痛恨男人的語言， 痛恨男人的笑臉， 痛恨着每個男人對你充數着雜念， 你違心決定放棄了愛情， 因爲已經沒有人會陪你到永恆， 當我心裏已經刻上你的名字， 那些已經不能相信的愛情讓我來證明。 我等你，我會一直等你， 在我25歲之前我一直等你， 只要你後悔了隨時給我打電話， 我的手機24小時給你開着， 他欺負你你告訴我，我弄死他， 還有房子我會裝修成你喜歡的樣子， 你說要藍色的天花板還有一個大大的陽臺大大的浴池我都給你留着， 幾年以後我還能看見你， 我希望那時候的你過得比我幸福。 等待一次日出需要一天， 等待一次月圓需要一月， 等待一次花開需要一年， 而等待你回心轉意需要多少個春夏秋冬， 對不起我愛你！ 不知道現 在的你過得還好嗎？ 不知道他對你還好嗎？ 我說過我寧願你在他的牀上想我， 也不願意讓你在我的牀上想他， 我不知道該說些什麼，祝你幸福。 可惜爲你穿上嫁衣的男人不是我， 可惜陪你走到最後的男人也依舊不是我， 還記得我們以前的夢想嗎？那是我們只想要一個大大的房子， 還記得那時我們的誓言嗎？我們說好要在一起一輩子， 不離不棄，永不分手，可你卻怎麼了？ 以前的我只希望我能用我自己的雙手給你幸福， 以前的我只想一心一意的給你幸福， 可現 在我只希望他能對你好一點。 和你在一起的每一天我都有夢想， 我夢想着買一部車，哪怕是個小小的車， 我夢想着把我們的房子裝的很溫馨， 和你在一起我每天都有夢想， 可你走了我所有的夢想都破滅了， 因爲我所有的夢都是爲了你， 我的每一個夢想都是爲了你， 不過我還是要謝謝你， 謝謝親愛的你在我最狼狽的時候你依然覺得我很完 美， 我說過我愛你我能爲你做一切，包括我離開你！ 再見了記住你要幸福！"
誰演唱了歌曲《你我的表達》？,根據原文“《你我的表達》是由鄭愷和孫驍驍演唱的歌曲”可知，歌曲《你我的表達》是由鄭愷和孫驍驍演唱的。,295919,百科,你我的表達,《你我的表達》是由鄭愷和孫驍驍演唱的歌曲，是電視劇《我的青春在延安》的片尾曲。歌曲歌詞 天空是濛濛的灰 在懷念誰 昇華成透明的淚 用來回味 從沒有經歷相依相偎 卻早已經懂得珍貴 走過的時光裏深深刻下誰 身邊的風不停的吹 在尋找誰 凝固成永恆的美 詮釋安慰 從沒有真正敞開心扉 卻能理解箇中滋味 轉過身之後我們清楚深深體會 你我的表達無需詞彙 用安靜守望深深愛的誰 相信有一天一起高飛不會傷悲 你我的表達應該讚美 用沉默詮釋真愛的絕對 凝望着彼此目光體會 心靈在交匯 身邊的風不停的吹 在尋找誰 凝固成永恆的美 詮釋安慰 從沒有真正敞開心扉 卻能理解箇中滋味 轉過身之後我們清楚深深體會 你我的表達無需辭彙 用安靜守望深深愛的誰 相信有一天一起高飛不會傷悲 你我的表達應該讚美 用沉默詮釋真愛的絕對 凝望着彼此目光體會 心靈在交匯 你我的表達無需詞彙 用安靜守望深深愛的誰 相信有一天一起高飛不會傷悲 你我的表達應該讚美 用沉默詮釋真愛的絕對 凝望着彼此目光體會 心靈在交匯 歌曲評價 歌曲展現了紅色兒女的一種情懷，他們心中有無限的愛戀，卻因爲戰爭而不得不將心中的情愫埋藏在心底，但他們的心是緊緊的聯繫在一起。 這首歌曲得到了不少業內外人士的讚賞，何炅、張傑等專程表達了對二人的褒獎。不少觀衆也表示鄭愷和孫驍驍雖然沒有更多的演唱技巧，但是能聽出兩人飽滿的情感和發自肺腑的真誠，非常動聽。
《你是主人我是奴》是哪個網站上連載的作品？,根據原文“《你是主人我是奴》是在17k小說網連載的一部作品”可知，該小說是在17k小說網連載的。,296128,百科,你是主人我是奴,"《你是主人我是奴》是在17k小說網連載的一部作品，作者是七陣風。你是主人我是奴小說類型 異術異能 你是主人我是奴內容簡介 一個世界,有了生命,就有了弱肉強食的原則；當生命有了智慧,就有了奴隸和主人的存在 這是一個有生命的星球,它叫天球。是一個行星,毫無疑問,它繞着自己的恆星運動着。 天球,是一個美麗的星球,藍藍的天,被水覆蓋着大部分的面積。這個星球生活着數不清的動物。其中主宰着這個星球的動物叫人類。他 們不是最強壯的,但卻是最殘忍的動物！人類憑藉着聰明的大腦,創造了很多的科技,所以這個星球上科技是比較發達的。但卻流行着一種十分骯髒的社會氛圍！那就是——奴隸制。 一場虐戀打破了奴主的界線"
《你是我孩子的爹》這部小說的作者是誰？,根據原文“《你是我孩子的爹》是千枝創作的網絡小說，發表於晉江文學網”可知，這部小說的作者是千枝。,296405,百科,你是我孩子的爹,《你是我孩子的爹》是千枝創作的網絡小說，發表於晉江文學網。作者 千枝 作品簡介 第一次見到他時，他正躺在草地上睡覺，好像可愛的小精靈，讓人不忍心打擾．．．．．．“誒，你是誰，爲什麼會在我家花園裏？”他和我說話了，好好聽哦，呵呵。春天是萬物復甦的季節，兩個人命中註定般相遇，從此兩個人的命運開始糾纏，碰撞．．．．．．枝枝不會起名字的說，每次想名字，都好痛苦哦。 [1]
男主人公和女主人公的相識方式是怎樣的？,"根據原文“結識她是在網絡裏,女人不是很美麗但很動人,引起了他的征服慾望”可知，男主人公是通過網絡認識了女主人公，他被女主人公動人的魅力所吸引。",296867,百科,你是我的狐狸精,"《你是我的狐狸精》是由17k小說網連載的小說，作者是紅顏傾城冷漠。小說類型 都市言情 內容簡介 他其實不年輕了,四十一歲,有個幸福美滿的家庭,有個可愛乖巧的兒子,還有一份滿意的工作。結識她是在網絡裏,女人不是很美麗但很動人,引起了他的征服慾望,這個女人的眼睛像狐狸精。然後他們在一起了段時間,他要離開這座城市了,不想讓她再受傷害,她是他想疼愛卻給不了愛的女人"
溫品品和華以勰之間的故事內容是什麼？,根據原文“我是個喫貨，我知道自己最喜歡喫的東西是什麼，喜歡什麼口味。可我唯獨弄不清楚，自己是怎麼喜歡上的你，什麼時候喜歡上的你。所以我不曾錯過新口味，卻曾輕易地錯過了你。。。 華以勰：從一開始我就知道自己喜歡你。可是後來發現，你心裏有個他，很久很久。我選擇在你身後，我放任自己學着忘記你。可心裏還是想着，你可否把我放在心裏，一刻也好”，溫品品是個喫貨，但是不知道自己是怎麼喜歡上華以勰的，而華以勰從一開始就喜歡溫品品，但發現她心裏有一個他，所以選擇在她身後，學着忘記她。,297149,百科,你是糖果讓我上癮,《你是糖果讓我上癮》是津泗創作的網絡小說，發表於17K小說網。作者 津泗 作品簡介 溫品品：我是個喫貨，我知道自己最喜歡喫的東西是什麼，喜歡什麼口味。可我唯獨弄不清楚，自己是怎麼喜歡上的你，什麼時候喜歡上的你。所以我不曾錯過新口味，卻曾輕易地錯過了你。。。 華以勰：從一開始我就知道自己喜歡你。可是後來發現，你心裏有個他，很久很久。我選擇在你身後，我放任自己學着忘記你。可心裏還是想着，你可否把我放在心裏，一刻也好 [1]
王驍導演的電影《你來早了》的劇情是什麼？,根據原文“你來早了藝術體操選拔賽迫在眉睫，運動員張小涵發現自己的“小夥伴”來了——這個月，她揹着小書包，嘚嘚瑟瑟地來造訪主人”可知，電影講述了藝術體操選拔賽即將開始，運動員張小涵發現自己的“小夥伴”提前到來的情節。,297376,百科,你來早了,《你來早了》是王驍導演的一部喜劇電影。劇情簡介 你來早了藝術體操選拔賽迫在眉睫，運動員張小涵發現自己的“小夥伴”來了——這個月，她揹着小書包，嘚嘚瑟瑟地來造訪主人——腫麼辦啊？ [1] 主要演員 孔思潔、楊瑾聿
鄭欣宜的歌曲《你瘦夠了嗎》的歌詞內容是什麼？,根據原文“你瘦夠了嗎 當你喫飽飯就沒人愛嗎 你瘦夠了嗎 所以你的魅力和自信 因減得加”可知，歌曲的歌詞主要探討了減肥與自信的關係，要求人們不要因爲體形而喪失自信，同時強調了健康與自信比瘦身更重要的觀念。,297575,百科,你瘦夠了嗎,《你瘦夠了嗎》是一首中文歌曲，由黃偉文作詞，鄭欣宜演唱。你瘦夠了嗎 - 鄭欣宜 詞：黃偉文 曲：陳奐仁 踢躂探戈爵士舞 統統我一秒學到 不必擺出你那驚歎號 不只有掌上舞 一噸也可以勁舞 根本精彩的叫各有各的態度 蚊跳到 象都可跳到 不要講 又瘦掉兩磅就更好 纖瘦好 但她只喫草 而我正喫漢堡 你瘦夠了嗎 當你喫飽飯就沒人愛嗎 你瘦夠了嗎 所以你的魅力和自信 因減得加 可知有種美極美 真名叫卡路里 不必 sit-up 對世間獻媚 不必發觀衆脾氣 挑剔你可以別理 怎麼他保守會變作你的禁忌 蚊會飛 象都可以飛 不要講 話再胖兩磅就要死 超重悲 自卑心更悲 人永遠要愛己 你瘦夠了嗎 當你喫飽飯就沒人愛嗎 你瘦夠了嗎 所以你的魅力和自信 因減得加 誰話要顯得瀟灑 停在 200 克以下 神佛滿天多分岔 瀟灑 不會 只有 中碼 你瘦夠了嗎 當你喫飽飯就沒人愛嗎 你瘦夠了嗎 空肚半生問爲何未怕 你瘦夠了嗎 只喫半碗麪亦並無半價 你瘦夠了嗎 請看你的獨特和大氣 捨得減嗎
誰是演唱歌曲“你的心裏有過誰”的歌手？,根據原文“演唱：範思威&郭玲”可知，這首歌的演唱者是範思威和郭玲。,297844,百科,你的心裏有過誰,別告訴我曾經的愛有多美我想她一定比我溫柔似流水才能讓你如山肩膀供她去依偎（男）別告訴我你的心裏有過誰。你的心裏有過誰歌曲基本信息 詞曲：劉穎 編曲：向嵬 混音：周曉明 演唱：範思威&郭玲 你的心裏有過誰歌曲歌詞 （女）別告訴我你的心裏有過誰 別告訴我失去的愛多心碎 我想他一定比我更懂你的美 才能讓你如水眼眸爲他去流淚 （女）別說忘不了 別說放不掉 這種感覺你我都明瞭 （男）別說做不到 別說夢太好 回憶常是騙人的毒藥 （女）誰讓你煩惱 誰陪你到老 誰纔是你生命裏的寶 （男）他讓你煩惱 我陪你到老 珍惜身邊的人最重要 [1] 參考資料 1. 你的心裏有過誰資料
貝心瑜的歌曲《你的眼睛看着我》收錄在哪張音樂專輯裏？,根據原文“《你的眼睛看着我》是貝心瑜演唱的一首單曲，該曲收錄在貝心瑜的同名音樂專輯裏”可知，這首歌曲收錄在貝心瑜的同名音樂專輯《你的眼睛看着我》裏。,298066,百科,你的眼睛看着我,《你的眼睛看着我》是貝心瑜演唱的一首單曲，該曲收錄在貝心瑜的同名音樂專輯裏。你的眼睛看着我單曲資料 你的眼睛看着我 所屬專輯：你的眼睛看着我 演唱者：貝心瑜 作詞：莊奴 作曲：陳文文 [1] 你的眼睛看着我所屬專輯 名稱： 你的眼睛看着我 你的眼睛看着我 藝人：貝心瑜 語種：國語 唱片公司：金聲唱片 發行時間：1982年01月01日 專輯類別：錄音室專輯 [2] 你的眼睛看着我歌詞 （嘟┄┄┄┄ 嘟┄┄┄┄） （嘟┄┄┄┄ 嘟┄┄┄┄） 你喜歡什麼 請你請你告訴我 貝心瑜 不論是什麼 儘管對我說 只要你幸福 我也覺得很快樂 這些話對旁人從來沒說過 如果 猜得沒有錯 你已 喜歡我 如果 你真喜歡我 請你 別說 只要你眼睛 不停不停看着我 縱然是不說 我也會懂得 少女的情懷 偶爾也會寂寞 這些話對旁人從來沒說過 [1] 參考資料 1. 你的眼睛看着我 ．蝦米音樂網[引用日期2017-07-09] 2. 你的眼睛看着我 ．蝦米音樂網[引用日期2017-07-09]
《你真的知道嗎》是誰創作的？,根據原文“《你真的知道嗎》是磨爪棒創作的網絡小說”可知，《你真的知道嗎》是磨爪棒創作的。,298337,百科,你真的知道嗎,《你真的知道嗎》是磨爪棒創作的網絡小說，發表於起點網。作品簡介 你所見的一切的真相，你真的知道嗎？ 又名《一本正經的胡說八道（真的是胡說八道的嗎？（誰知道是不是真的胡說八道的呢？））》 （p.s.說白了就是殘次腦洞堆放處。 p.s.的p.s.旭惘大陸系列是初中時候的腦洞，回憶起來了之後寫着玩的，如果有人想用的話用就是了） [1] 參考資料 1. 你真的知道嗎 ．起點網[引用日期2014-07-06]
《你胖你先喫》是什麼類型的遊戲？,根據原文“《你胖你先喫》是一款休閒競技手遊”可知，《你胖你先喫》是一款休閒競技手遊。,298546,百科,你胖你先喫,《你胖你先喫》由國內團隊Crazyant推出。這是一場喫貨間的戰鬥，戳杆子去串食物然後喂到對方嘴裏，誰先把對方喂到喫不下東西就贏了！2019年12月12日遊戲下架（安卓+ios）。遊戲簡介 《你胖你先喫》是一款休閒競技手遊 [2] 。遊戲中玩家只要用手指控制戳子，把食物喂到對方嘴裏，誰先喫撐誰就輸，遊戲的操作玩法拖動光圈操作人物用杆頂端插起食物然後喂到對方嘴裏，先被餵飽的一方就被判輸的一方。 背景設定 這是一場喫貨間的戰鬥，戳杆子去串食物然後喂到對方嘴裏，誰先把對方喂到喫不下東西就贏了！ 遊戲特色 【雙人同屏對戰】拉上你的好朋友一起感受雙人同屏對戰的樂趣吧~（注意喔，玩這遊戲很容易就手碰手了！你懂得...）【注意事項】本遊戲容易碰到玩伴的小手，開始遊戲表示你已充分了解這個情況：）【聚會玩耍必備】聚會唱歌還在划拳搖骰子嗎？你OUT了…來試試吧，每局一分半鐘，先把對方喂胖你就贏！【神祕剛需功能】拿這個遊戲和你喜歡的人一起玩，過幾天就在一起了；拿着這個遊戲和拒絕你的人一起玩，過幾天就喜歡你了[奸笑]。如果你也有心儀的Ta，聰明的你還等什麼，趕緊玩起來：） 超多皮膚 想不想看悟空從一個瘦猴子喫成一個大胖猴？想不想看機器人也能像人類一樣喫肥？想不想有趣的皮膚太多啦~自己來玩吧~ 《你胖你先喫》一遊說遊戲截圖
相聲《你要鍛鍊》中的表演搭檔是誰？,根據原文“相聲《你要鍛鍊》郭德綱的經典作品，表演搭檔是于謙”可知，該相聲的表演搭檔是于謙。,298785,百科,你要鍛鍊,相聲《你要鍛鍊》 郭德綱的經典作品，表演搭檔是于謙。基本介紹 相聲《你要鍛鍊》郭德綱的經典作品，表演搭檔是于謙 參考資料 1. 《你要鍛鍊》郭德綱于謙相聲全集 ．愛奇藝視頻．2014-02-25[引用日期2016-08-29]
張遠喆的最新專輯《肩膀》的特點是什麼？,根據原文“張遠喆最新專輯《肩膀》將震撼發行，《你跟他過會更幸福（肩膀）》這是一種吶喊。”可知，張遠喆的最新專輯《肩膀》將以《你跟他過會更幸福（肩膀）》一曲爲特色，呈現出一種吶喊的風格。,299000,百科,你跟他過會更幸福,他因電視劇《北京青年》大結局插曲《不配做你男朋友》被大家所認識。——2015 張遠喆挫折過後傾力奉獻。攜國外頂尖獲格萊美音樂製作人的Luca Bignardi先生，隆重推出兩年後的重啓之作。這個爲音樂而執着努力的孩子第4張音樂作品，相信一定會讓您耳目一新，張遠喆最新專輯《肩膀》將震撼發行，《你跟他過會更幸福（肩膀）》這是一種吶喊。希望大家能夠繼續支持這個熱愛音樂，爲夢想時刻努力的男人。歌曲簡介 《你跟他過會更幸福（肩膀）》 [2] 詞曲：張遠喆 演唱：張遠喆 後期：Luca Bignardi 發行：東郎唱片 所屬專輯：《肩膀》 歌詞編輯：胡甲輝 痛 留在心中 總有一個人 要先走 親愛的 最愛的你 在別人懷中 也很幸福 但不是我 你所想要的 我不能給的 給的承諾 給的未來 太遠 我的肩膀 太多重量 刻在心上 別再想 我的肩膀 太多重量 你的方向 我在想 怎麼補償 痛 留在心中 總有一個人 要先走 親愛的 最愛的你 在別人懷中 也很幸福 但不是我 你所想要的 我不能給的 給的承諾 給的未來 太遠 我的肩膀 太多重量 刻在心上 別再想 我的肩膀 太多重量 你的方向 我在想 怎麼補償 我的肩膀 太多重量 刻在心上 別再想 我的肩膀 太多重量 你的方向 我在想 怎麼補償 歌手簡介 張遠喆因電視劇《北京青年》大結局插曲《不配做你男朋友》被大家所認識。 ——2015 張遠喆挫折過後傾力奉獻。 攜國外頂尖獲格萊美音樂製作人的Luca Bignardi先生， 隆重推出兩年後的重啓之作。 這個爲音樂而執着努力的孩子第4張音樂作品， 相信一定會讓您耳目一新， 張遠喆最新專輯《肩膀》將震撼發行， 《你跟他過會更幸福（肩膀）》這是一種吶喊。 希望大家能夠繼續支持這個熱愛音樂，爲夢想時刻努力的男人。
佩涅羅佩的特殊裝備有哪些？,根據原文“本機由阿納海姆電子公司設計，肯尼斯上校將其配備於聯邦軍的治安部隊，由基爾凱部隊的新人類駕駛雷恩·艾姆（Rein Eim)駕駛。整體性能上相當出色，爲當時MS的翹楚，只略遜於同期的RX-105Ξ高達。”可知，佩涅羅佩具有高達尼姆合金裝甲、搭載準塞可繆系統、頭部火神炮×2、光束軍刀、導彈發射器、專用盾牌×2、專用光束步槍和浮游導彈等特殊裝備。,299552,百科,佩涅羅佩,佩涅羅佩是高達系列《閃光的哈薩維》中登場的機體。本機是聯邦軍最早搭載大出力米諾夫斯基飛行器的新銳MS，可在大氣圈內自由飛行，充分發揮出機體的高機動性。由於本機搭載了準塞可繆系統，因此可以使用浮游炮進行攻擊。本機由阿納海姆電子公司設計，肯尼斯上校將其配備於聯邦軍的治安部隊，由基爾凱部隊的新人類駕駛雷恩·艾姆（Rein Eim)駕駛。整體性能上相當出色，爲當時MS的翹楚，只略遜於同期的RX-105 Ξ高達。基本信息 佩涅羅佩機體番號：RX-104FF機體代號(日文)：ペーネロペー英文：penelope中文：佩涅羅佩 出現作品：閃光的哈薩維 機體類型：泛用試作型MS 製造商：阿納海姆電子公司 所屬：聯邦 裝甲材料及結構：高達尼姆合金 裝備及設計特徵：搭載準塞可繆系統 固定武裝：頭部火神炮×2；光束軍刀；導彈發射器 選用武裝：專用盾牌×2 飛行裝備剝離 選用手部武器：專用光束步槍 遠程武器：浮游導彈 簡單介紹 本機是聯邦軍最早搭載大出力米諾夫斯基飛行器的新銳MS，可在大氣圈內自由飛行，充分發揮出機體的高機動性。由於本機搭載了準塞可繆系統，因此可以使用浮游炮進行攻擊。本機由阿納海姆電子公司設計，肯尼斯上校將其配備於聯邦軍的治安部隊，由基爾凱部隊的新人類駕駛員雷恩·艾姆（Rein Eim)駕駛。整體性能上相當出色，爲當時MS的翹楚，只略遜於同期的RX-105Ξ高達。
佳樂水風景區位於哪個縣？,根據原文“佳樂水風景區位於屏東縣滿州鄉”可知，佳樂水風景區位於屏東縣滿州鄉。,299888,百科,佳樂水風景區,佳樂水風景區位於屏東縣滿州鄉，爲墾丁公園轄管。原名爲“佳落水”、“高落水”，意思爲“從高處落下來的水（瀑布）”，指的是現今的“山海瀑”。於1975年，蔣經國先生到此視察時，將此地更改爲“佳樂水”，意思取其安和樂之意。至今已成爲遊客到屏東都會順道一遊的知名風景區。基本簡介 佳樂水風景區因位在恆春半島東側的海岸上，背山面海，濱臨太平洋，地質屬砂岩侵蝕海岸，因地殼變動、強風和海浪的長外衝擊，區內地形形成各種不同的奇巖怪石，猶如天然的地科博物館，如海岸線的蜂巢巖、壺穴、棋盤石、海蝕平石等地形，還有那栩栩如生如兔石、球石、海蛙石、方格石、蜂窩巖等動物造型，所以佳樂水風景區素有“海神樂園”的美譽。 佳樂水風景區內規劃一條全長2.5公里的石板步道，由佳樂水風景區入口直通最裏面的山海瀑布。除外，佳樂水風景區還有一奇景，高達30餘公尺由三條溪流匯流而成的“山海瀑”，是臺灣罕見的臨海大瀑布，此瀑布分成兩段，並從海崖直落大海。另外，山海瀑的源頭有一片視野寬廣遼闊的大草原，上面長滿亮麗的野花，別有一番風情，是值得一遊的地點。 交通指南 自行開車： 1.“國道”一號：由小港交流道下接臺17線到達水底寮後，轉檯1線至楓港轉檯26線，到達車城轉縣道200再接縣道200甲，抵達港口村行臺26線即可到達佳樂水風景區。 2.“國道”三號：由林邊交流道下接臺17線到達水底寮後，轉檯1線至楓港轉檯26線，到達車城轉縣道200再接縣道200甲，抵達港口村行臺26線即可到達佳樂水風景區。 3.“國道”三號：由南州交流道下接臺1線，至楓港後轉臺26線，到達車城轉縣道200再接縣道200甲，抵達港口村行臺26線即可到達佳樂水風景區。 [1]
